3
San Lazzaro
Livello volume
110.89	0
110.9	0
110.91	1000
110.92	2000
110.93	3000
110.94	4000
110.95	5000
110.96	6000
110.97	7000
110.98	8000
110.99	9000
111	10000
111.01	10000
111.02	11000
111.03	12000
111.04	13000
111.05	14000
111.06	15000
111.07	16000
111.08	17000
111.09	18000
111.1	19000
111.11	19000
111.12	20000
111.13	21000
111.14	22000
111.15	23000
111.16	24000
111.17	25000
111.18	26000
111.19	27000
111.2	28000
111.21	28000
111.22	29000
111.23	30000
111.24	31000
111.25	32000
111.26	33000
111.27	34000
111.28	35000
111.29	36000
111.3	37000
111.31	37000
111.32	38000
111.33	39000
111.34	40000
111.35	41000
111.36	42000
111.37	43000
111.38	44000
111.39	45000
111.4	46000
111.41	46000
111.42	47000
111.43	48000
111.44	49000
111.45	50000
111.46	51000
111.47	52000
111.48	53000
111.49	54000
111.5	55000
111.51	55000
111.52	56000
111.53	57000
111.54	58000
111.55	59000
111.56	60000
111.57	61000
111.58	62000
111.59	63000
111.6	64000
111.61	64000
111.62	65000
111.63	66000
111.64	67000
111.65	68000
111.66	69000
111.67	70000
111.68	71000
111.69	72000
111.7	73000
111.71	73000
111.72	74000
111.73	75000
111.74	76000
111.75	77000
111.76	78000
111.77	79000
111.78	80000
111.79	81000
111.8	82000
111.81	82000
111.82	83000
111.83	84000
111.84	85000
111.85	86000
111.86	87000
111.87	88000
111.88	89000
111.89	90000
111.9	91000
111.91	91000
111.92	92000
111.93	93000
111.94	94000
111.95	95000
111.96	96000
111.97	97000
111.98	98000
111.99	99000
112	100000
112.01	101000
112.02	102000
112.03	103000
112.04	104000
112.05	105000
112.06	106000
112.07	107000
112.08	108000
112.09	109000
112.1	110000
112.11	111000
112.12	112000
112.13	113000
112.14	114000
112.15	115000
112.16	116000
112.17	117000
112.18	118000
112.19	119000
112.2	120000
112.21	121000
112.22	122000
112.23	123000
112.24	124000
112.25	125000
112.26	126000
112.27	127000
112.28	128000
112.29	129000
112.3	130000
112.31	131000
112.32	132000
112.33	133000
112.34	134000
112.35	135000
112.36	136000
112.37	137000
112.38	138000
112.39	139000
112.4	140000
112.41	141000
112.42	142000
112.43	143000
112.44	144000
112.45	145000
112.46	146000
112.47	147000
112.48	148000
112.49	149000
112.5	150000
112.51	151000
112.52	152000
112.53	153000
112.54	154000
112.55	155000
112.56	156000
112.57	157000
112.58	158000
112.59	159000
112.6	160000
112.61	161000
112.62	162000
112.63	163000
112.64	164000
112.65	165000
112.66	166000
112.67	167000
112.68	168000
112.69	169000
112.7	170000
112.71	171000
112.72	172000
112.73	173000
112.74	174000
112.75	175000
112.76	176000
112.77	177000
112.78	178000
112.79	179000
112.8	180000
112.81	181000
112.82	182000
112.83	183000
112.84	184000
112.85	185000
112.86	186000
112.87	187000
112.88	188000
112.89	189000
112.9	190000
112.91	191000
112.92	192000
112.93	193000
112.94	194000
112.95	195000
112.96	196000
112.97	197000
112.98	198000
112.99	199000
113	200000
113.01	201000
113.02	202000
113.03	203000
113.04	205000
113.05	206000
113.06	207000
113.07	208000
113.08	210000
113.09	211000
113.1	212000
113.11	213000
113.12	215000
113.13	216000
113.14	217000
113.15	219000
113.16	220000
113.17	221000
113.18	222000
113.19	224000
113.2	225000
113.21	226000
113.22	227000
113.23	229000
113.24	230000
113.25	231000
113.26	233000
113.27	234000
113.28	235000
113.29	236000
113.3	238000
113.31	239000
113.32	240000
113.33	241000
113.34	243000
113.35	244000
113.36	245000
113.37	246000
113.38	248000
113.39	249000
113.4	250000
113.41	252000
113.42	253000
113.43	254000
113.44	255000
113.45	257000
113.46	258000
113.47	259000
113.48	260000
113.49	262000
113.5	263000
113.51	264000
113.52	266000
113.53	267000
113.54	268000
113.55	269000
113.56	271000
113.57	272000
113.58	273000
113.59	274000
113.6	276000
113.61	277000
113.62	278000
113.63	280000
113.64	281000
113.65	282000
113.66	283000
113.67	285000
113.68	286000
113.69	287000
113.7	288000
113.71	290000
113.72	291000
113.73	292000
113.74	293000
113.75	295000
113.76	296000
113.77	297000
113.78	299000
113.79	300000
113.8	301000
113.81	302000
113.82	304000
113.83	305000
113.84	306000
113.85	307000
113.86	309000
113.87	310000
113.88	311000
113.89	313000
113.9	314000
113.91	315000
113.92	316000
113.93	318000
113.94	319000
113.95	320000
113.96	321000
113.97	323000
113.98	324000
113.99	325000
114	327000
114.01	328000
114.02	330000
114.03	332000
114.04	333000
114.05	335000
114.06	337000
114.07	339000
114.08	340000
114.09	342000
114.1	344000
114.11	346000
114.12	347000
114.13	349000
114.14	351000
114.15	352000
114.16	354000
114.17	356000
114.18	358000
114.19	359000
114.2	361000
114.21	363000
114.22	365000
114.23	366000
114.24	368000
114.25	370000
114.26	371000
114.27	373000
114.28	375000
114.29	377000
114.3	378000
114.31	380000
114.32	382000
114.33	384000
114.34	385000
114.35	387000
114.36	389000
114.37	391000
114.38	392000
114.39	394000
114.4	396000
114.41	397000
114.42	399000
114.43	401000
114.44	403000
114.45	404000
114.46	406000
114.47	408000
114.48	410000
114.49	411000
114.5	413000
114.51	415000
114.52	416000
114.53	418000
114.54	420000
114.55	422000
114.56	423000
114.57	425000
114.58	427000
114.59	429000
114.6	430000
114.61	432000
114.62	434000
114.63	435000
114.64	437000
114.65	439000
114.66	441000
114.67	442000
114.68	444000
114.69	446000
114.7	448000
114.71	449000
